Alloy Formula,Rm,Rmd,Vmm,Eea,Eead,XM,XMd,XP,XPd,Hf,Hfd,I1,I1d,I2,I2d,Tm,Tmd,Cp,Cpd,K,Kd,VEC,VECd,Hmix,Smix,Dmax
{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}99Cr1,0.06359822,0.621202151,0.027622402,0.313240553,0.006685701,0.506941605,0.125090819,0.684883271,0.028305373,0.546938379,0.372735787,0.75146556,0.150374492,0.564733239,0.164835324,0.672287321,0.241978768,0.128289329,0.777250368,0.102584092,0.188633781,0.622645333,0.143728061,0.603093128,0.650713772,4
{[(Fe0.6Co0.4)0.75B0.2Si0.05]0.96Nb0.04}98Cr2,0.064790488,0.616252866,0.028182146,0.314537943,0.006622451,0.504715731,0.130656787,0.682983241,0.032420664,0.544646806,0.372260416,0.74707203,0.163253465,0.562951849,0.164223107,0.673987069,0.241110633,0.129408819,0.772829468,0.103159075,0.18726439,0.621290667,0.142726901,0.605342719,0.673853491,4
Y4Fe72B22Nb2,0.074285932,0.892238654,0.049247357,0.207230469,0.004665294,0.449386267,0.135715787,0.659282871,0.1596381,0.489602569,0.406479578,0.741204199,0.219750781,0.551708162,0.190606071,0.680338644,0.205488516,0.128314715,0.838571777,0.056801783,0.17880185,0.573866667,0.149935223,0.689059606,0.187567256,4
Y4Fe72B22Ta2,0.074314781,0.892358139,0.049273445,0.201349624,0.002063894,0.450156643,0.133969791,0.657546733,0.167659763,0.493084225,0.40579036,0.747131195,0.20008409,0.554454592,0.189187895,0.687786421,0.257298293,0.129624722,0.839109127,0.057078049,0.178235176,0.573866667,0.149935223,0.690073212,0.187567256,4
Fe49Cr15Mo14C18B3Er1,0.064159966,0.846083599,0.038018822,0.36427575,0.00698854,0.601664013,0.90709005,0.775170098,0.426440071,0.977637053,0.644107494,0.860126265,0.884035836,0.548014212,0.163122044,0.989835163,0.673222061,0.063885661,0.967940898,0.17094334,0.128718752,0.5552,0.063763551,0.363362805,0.661877846,4
Fe49Cr15Mo14C17B4Er1,0.064837915,0.840452942,0.038209421,0.359414648,0.007027045,0.592162704,0.888426937,0.770742946,0.417694435,0.955274107,0.641863418,0.84902907,0.867767207,0.54886675,0.163918529,0.979670327,0.66395613,0.066100606,0.959509598,0.167235557,0.134984781,0.553866667,0.067423653,0.380374485,0.674784806,4
Fe71Nb4Hf3Y2B20,0.090253801,0.817827089,0.055440336,0.212383633,0.006072692,0.4450208,0.124486198,0.648432007,0.171205364,0.485578578,0.390599491,0.730189428,0.220760057,0.532298907,0.183703671,0.700413162,0.241900007,0.150770986,0.796379409,0.057085319,0.174207276,0.576533333,0.137231739,0.64097247,0.268096623,4
(Fe0.72Nb0.04B0.20Si0.04)97Y3,0.082155913,0.798546309,0.049289921,0.235702469,0.009355168,0.461866365,0.168239104,0.65844258,0.135015084,0.514388614,0.399680042,0.739235028,0.215597593,0.52709767,0.182508563,0.679631105,0.22990597,0.139912686,0.790503629,0.071871522,0.197104629,0.569653333,0.143802678,0.618809836,0.307262059,4
Fe49Cr15Mo14C13B8Er1,0.067549712,0.817703266,0.038971866,0.339970239,0.007125252,0.554157465,0.800573015,0.753034336,0.378476391,0.86582232,0.625537759,0.804640291,0.792646963,0.552276902,0.167049066,0.93901098,0.619512745,0.074960387,0.925291499,0.152404425,0.158166343,0.548533333,0.081748391,0.450110546,0.704636199,4
Fe69W3Y6B22,0.090499017,0.978546531,0.065855114,0.211037177,0.004685812,0.44797391,0.176042724,0.666487844,0.241641519,0.501252727,0.404439993,0.736704628,0.242905104,0.551871804,0.192756903,0.706198982,0.353457869,0.129495445,0.839832052,0.064377292,0.236858829,0.560533333,0.162173681,0.707777522,0.256808495,4
Fe68W4Y6B22,0.092316498,0.980836188,0.067225308,0.214319164,0.00514917,0.449386267,0.177891742,0.671088611,0.253262696,0.508483859,0.40108078,0.736558513,0.242921783,0.553452145,0.192356631,0.719191215,0.39401773,0.128780112,0.839603544,0.067786999,0.24881993,0.557866667,0.162641031,0.708115391,0.280637909,4
Ti34Zr11Cu47Ni8,0.361577758,0.175057362,0.232773802,0.476819077,0.006075824,0.434749114,0.513558202,0.545131782,0.308032921,0.244517396,0.033311123,0.514202499,0.277737031,0.451183074,0.165543184,0.489097242,0.341961503,0.371188215,0.019536366,0.566523808,0.512112078,0.724533333,0.277023788,0.787979061,0.499602504,4.5
Ca65Li9.96Mg8.54Zn16.5,0.980160031,0.518098074,0.980692791,0.079645248,0.058168899,0.16550511,0.914738816,0.038207194,0.664474899,0.016184399,0.100238253,0.29682621,0.933719863,0.721019943,0.956203981,0.001318062,0.479109461,0.436746168,0.008307746,0.440130281,0.104424092,0.16192,1,0.866651575,0.380073611,5
Ce68Al10Cu20Ni2,0.781286061,0.578526603,0.708163727,0.454166539,0.00292152,0.125057778,0.735124449,0.219692669,0.776639595,0.013794055,0.250749008,0.053170624,0.699527625,0.081359006,0.277321229,0.113477288,0.22785413,0.480315212,0.104394054,0.231358394,0.825310317,0.320533333,0.569943409,0.618309939,0.280412839,5
Ce68Al10Cu20Fe2,0.781141817,0.579352278,0.708064918,0.444226525,0.003077539,0.121462688,0.721350446,0.218303758,0.770385713,0.011336809,0.239022434,0.055141294,0.707339548,0.076985315,0.275700645,0.114622039,0.24214376,0.47864323,0.10566861,0.230595026,0.827140992,0.3152,0.563761054,0.658820374,0.280412839,5
Ce67Al10Cu20Nb3,0.780853328,0.559497814,0.705622378,0.453508161,0.002854824,0.123517025,0.71667937,0.218477372,0.75589333,0.026783311,0.320042155,0.05114001,0.681933487,0.076598526,0.274015768,0.139172119,0.541033674,0.475764662,0.108074534,0.230206073,0.827636332,0.309866667,0.561056,0.714281491,0.306844028,5
Ce65Al10Ni10Cu10Nb5,0.764813336,0.594213166,0.688901523,0.453032942,0.002670074,0.127368908,0.696392969,0.227678905,0.754819138,0.055600713,0.37079992,0.057059513,0.668401595,0.060703558,0.252794359,0.187912304,0.70856305,0.485779318,0.093113261,0.120484774,0.90082738,0.301866667,0.521290311,0.69465133,0.462833069,5
Ca65Mg20Zn15,0.996397926,0.461988623,0.997835221,0.030938787,0.015131772,0.206974475,0.864263797,0.062311738,0.620873437,0.03685668,0,0.371111626,0.839791817,0.04970067,0.141807192,0.035946961,0.264073277,0.436149891,0.009337107,0.468125788,0.0587782,0.1552,0.952257683,0.856828217,0.275472811,5
La65Al10Ag5Cu20,0.821212946,0.651690318,0.770153829,0.460086985,0.003253605,0.153690103,0.741976599,0.229849078,0.831930039,0.031630848,0.188714648,0.084839965,0.70053535,0.136276178,0.279218346,0.16615583,0.114685333,0.484486549,0.114802569,0.306455541,0.746397118,0.3552,0.571142675,0.590756762,0.351885102,5
Cu36.4Mg36.4Ca27.2,0.66691169,0.803174295,0.595057659,0.261051087,0.021940047,0.389707771,0.598356303,0.306187076,0.811830164,0.100203945,0.090958402,0.500888862,0.443432982,0.344523376,0.185614551,0.118835329,0.292923611,0.381423848,0.033325221,0.753654166,0.217245942,0.392,0.720081959,0.921560446,0.438245676,5
Cu40.9Mg22.7Ca36.4,0.69571011,0.924700315,0.646510375,0.316849808,0.015213226,0.358764316,0.689402939,0.30447698,0.900033771,0.105099421,0.094233808,0.449398178,0.497633916,0.338499995,0.206689357,0.144503886,0.249545524,0.38816478,0.042065393,0.808445748,0.198171918,0.446,0.671332093,0.885151312,0.422454568,5
La62Al14Cu24,0.792046703,0.706196627,0.738429845,0.452687417,0.003245141,0.150736993,0.734616707,0.239311031,0.807547874,0.038413382,0.190184516,0.085727891,0.695116594,0.153983791,0.270644517,0.162093067,0.148697081,0.472834385,0.125689778,0.319778115,0.704545495,0.344533333,0.573032968,0.568643268,0.297626837,5
La62Al14Cu22Ag2,0.79686447,0.687130997,0.742391326,0.453360645,0.003272829,0.150223409,0.732264093,0.239831872,0.809797286,0.037241671,0.187796163,0.084603935,0.691283273,0.156549415,0.272679637,0.160398836,0.145120503,0.474402945,0.123509951,0.32181376,0.705707144,0.344533333,0.573032968,0.559250523,0.352721403,5
Au49Ag5.5Pd2.3Cu26.9Si16.3,0.326455658,0.147700236,0.201872321,0.985764198,0.00190856,0.979841816,0.492627142,0.984765387,0.372716798,0.387894683,0.439349548,0.979730573,0.367021794,0.75479802,0.048547013,0.306359256,0.1459068,0.316390036,0.231493841,0.955115468,0.134588884,1,0.069936282,0.689282515,0.562190657,5
La60Al15Ag5Cu20,0.788974294,0.675855671,0.730771932,0.457186164,0.00334725,0.156900005,0.735889039,0.25198484,0.81129164,0.039313926,0.183178076,0.092501601,0.690937467,0.179171993,0.274374571,0.157201946,0.147538691,0.471946683,0.122504685,0.347077576,0.680920938,0.3552,0.571142675,0.532896779,0.416547763,5
La62Al14Cu19Ag5,0.804091121,0.65785305,0.748333546,0.454370487,0.00331345,0.149453033,0.728712519,0.240613135,0.813148601,0.035484104,0.184020129,0.082918,0.685465425,0.160397851,0.275664775,0.157857489,0.13940718,0.476755786,0.120137061,0.324867229,0.707372844,0.344533333,0.573032968,0.544908005,0.395920282,5
La64.6Al14.6(Cu0.5Ni0.5)20.8,0.811118714,0.689547452,0.761309353,0.437405538,0.002998054,0.12534025,0.682150855,0.220647545,0.796566375,0.047386013,0.244396488,0.057532324,0.653869867,0.102121794,0.252737847,0.183949259,0.296525554,0.493303238,0.105854299,0.162269309,0.813681762,0.296533333,0.543914643,0.513063222,0.393531635,5
La62Al14Cu18Ag6,0.806500005,0.647903265,0.750314236,0.454707101,0.003326754,0.149196241,0.727522567,0.240873555,0.814259675,0.034898249,0.182707243,0.082356022,0.683507738,0.161680663,0.276642252,0.157010373,0.137404791,0.477540066,0.118984196,0.325885051,0.707908109,0.344533333,0.573032968,0.540059592,0.405638427,5
La62Al14Cu17Ag7,0.808908888,0.637854064,0.752294976,0.455043715,0.003339942,0.148939448,0.726329546,0.241133976,0.815367751,0.034312393,0.181366087,0.081794044,0.681540713,0.162963475,0.277611123,0.156163257,0.135351131,0.478324346,0.117816575,0.326902874,0.708433595,0.344533333,0.573032968,0.535177392,0.413571607,5
La62Al14Cu16Ag8,0.811317772,0.627702752,0.754275717,0.455380329,0.003353014,0.148682656,0.725133439,0.241394397,0.816472848,0.033726537,0.179995916,0.081232066,0.679564275,0.164246287,0.278571491,0.155316142,0.133244707,0.479108627,0.116633894,0.327920697,0.708949422,0.344533333,0.573032968,0.530261405,0.419886503,5
Mg65Cu25Gd5Y5,0.601817019,0.313138117,0.471883531,0.142293668,0.096504779,0.447075137,0.32214932,0.312315644,0.526528542,0.094270533,0.074201849,0.598900096,0.253457673,0.341835077,0.132734554,0.101684284,0.490541743,0.420352245,0.307168287,0.556967179,0.324453019,0.268533333,0.795104162,0.993453798,0.307238518,5
Mg65Cu25Tb10,0.598860007,0.299184449,0.46768009,0.188974109,0.045306171,0.461198706,0.239608118,0.312315644,0.526478038,0.094521614,0.073458942,0.586929962,0.320004749,0.334396828,0.140280439,0.097339747,0.459234935,0.395617252,0.12124803,0.555949356,0.326311371,0.268533333,0.795104162,0.991342119,0.251764535,5
Pr60Al10Ni10Cu20,0.563015241,0.378383969,0.434807684,0.593841548,0.001077595,0.223665965,0.676394381,0.279763052,0.788534638,0.074682868,0.206571895,0.100631551,0.774888634,0.125118803,0.284958534,0.207815799,0.259819817,0.487761565,0.115880942,0.256818504,0.758162711,0.3952,0.538379257,0.532896779,0.437486071,5
Mg65Cu20Ni5Gd10,0.599436985,0.326203578,0.470151312,0.136130662,0.115769745,0.442581275,0.332777216,0.311881609,0.531463457,0.099409324,0.105829928,0.596034008,0.259423119,0.329539078,0.12566641,0.107076337,0.50063371,0.472623232,0.424918884,0.499369313,0.335740956,0.261866667,0.785148582,0.99028628,0.351885102,5
La58.6Al17.0(Cu0.5Ni0.5)24.4,0.763604567,0.749571258,0.70695306,0.447534253,0.003136668,0.150685635,0.712994739,0.256429354,0.799767288,0.0619929,0.241946327,0.089614532,0.678555598,0.155193136,0.251742918,0.188335751,0.326559443,0.481528692,0.112458921,0.212173888,0.738631818,0.332533333,0.543263473,0.469152816,0.468556941,5
Mg70Ni15Gd10Ag5,0.630161069,0.24499845,0.498273501,0.093410385,0.227327204,0.425889785,0.300258158,0.288443743,0.504146067,0.1044209,0.147449096,0.588503501,0.255096966,0.283484868,0.102060811,0.113396603,0.598943584,0.492441391,0.412379843,0.347132102,0.292844447,0.188533333,0.779473543,0.971492344,0.297738609,5
La55Al25Ni10Cu10,0.751182228,0.717509331,0.687273502,0.428811584,0.003158801,0.126726927,0.662003383,0.261099566,0.752324135,0.060940369,0.225026715,0.067156387,0.628313747,0.184127012,0.24698202,0.163395325,0.34062018,0.468499297,0.122809412,0.240006252,0.667340356,0.288533333,0.542849395,0.404506744,0.475101918,5
La55Al25Co20,0.748008849,0.732511344,0.68501256,0.375893883,0.000304471,0.110035437,0.570178625,0.25675922,0.73431616,0.067167177,0.232735582,0.08199261,0.688403384,0.136648091,0.222432,0.194453935,0.451891871,0.460828864,0.125025098,0.133970927,0.620776961,0.248533333,0.429827719,0.434492574,0.364153952,5
Pr55Al25Co20,0.566332866,0.314674519,0.434066394,0.488065549,0.00182023,0.145344358,0.501625975,0.271082361,0.684327485,0.079871875,0.202139801,0.059944334,0.727643507,0.107066742,0.244900913,0.200143209,0.445484619,0.465095003,0.130399676,0.131971632,0.628228964,0.248533333,0.429827719,0.406618422,0.364153952,5
Gd60Co25Al15,0.699686932,0.638227619,0.612701859,0.261801538,0.006106847,0.155616044,0.573584541,0.298426538,0.621362883,0.145855959,0.106019973,0.238634648,0.546913285,0.154820307,0.16766036,0.394383997,0.31251171,0.988968365,0.590426372,0.062123542,0.705228108,0.288533333,0.436721305,0.478626649,0.316427196,5
Pd79Cu6Si10P5,0.300244985,0.054220761,0.177471126,0.45083505,0.002953089,0.678444867,0.193182016,0.923436304,0.024476474,0.416315376,0.319113139,0.924693806,0.256921335,0.682740374,0.019557651,0.516486304,0.379025855,0.395173401,0.203610669,0.166391309,0.488482634,0.916533333,0.026288312,0.544354745,0.15430905,5
Pd79Cu3Ag3Si10P5,0.307471636,0.060367833,0.183413296,0.451844892,0.00300006,0.67767449,0.193710375,0.924217566,0.020894275,0.41455781,0.321254058,0.923007872,0.261069289,0.68658881,0.022660258,0.513944957,0.386516227,0.397526242,0.20280049,0.169444778,0.504555772,0.916533333,0.026288312,0.55813978,0.18759344,5
Pd79Cu4Ag2Si10P5,0.305062752,0.058498588,0.181432556,0.451508278,0.002984551,0.677931282,0.193535457,0.923957145,0.022096517,0.415143665,0.320540507,0.92356985,0.259694525,0.685305998,0.021655724,0.514792073,0.384031461,0.396741962,0.20307634,0.168426955,0.499322903,0.916533333,0.026288312,0.553578555,0.184873967,5
Tb36Y20Al24Co20,0.681353452,0.572130624,0.584026995,0.462013605,0.003825458,0.201325048,0.43150629,0.307541264,0.555304438,0.155885807,0.075644641,0.167124804,0.566040817,0.171645629,0.192122795,0.388066351,0.437269312,0.509187068,0.20404737,0.125395769,0.633352276,0.248533333,0.429827719,0.384099485,0.649713087,5
Dy46Al24Co18Fe2Y10,0.673391154,0.556654457,0.573020029,0.314319263,0.001849755,0.133788711,0.508925636,0.309798243,0.541858949,0.156280841,0.069852409,0.166989929,0.56201685,0.172192626,0.189300494,0.393114289,0.434806343,0.482228511,0.150660092,0.121070023,0.647514737,0.245866667,0.422931836,0.419001303,0.619938219,5
Zr41Ti14Cu12.5Ni8Be22.5C2,0.385882961,0.657734985,0.280227813,0.279357344,0.015654675,0.459401161,0.717594792,0.406023705,0.461266976,0.330311769,0.502940543,0.619771964,0.749303704,0.320686417,0.164804282,0.633419372,0.414247726,0.201767733,0.568639044,0.245418889,0.637309629,0.342533333,0.480009134,0.258874856,0.779833005,5
Zr40Ti15Cu11Ni11Be21.5Y1Mg0.5,0.409084693,0.562968897,0.295612648,0.276103673,0.015658977,0.431796004,0.636689018,0.391223127,0.378221676,0.26371237,0.052201331,0.581268969,0.669162584,0.295568019,0.149974074,0.605938936,0.27435331,0.242048281,0.476630513,0.220227774,0.65369858,0.352533333,0.476703385,0.364762848,0.798277148,5
Ho35Y21Al24Co20,0.674083528,0.557103773,0.573905234,0.314482619,0.001976506,0.146243131,0.501413683,0.313704554,0.535990426,0.17249063,0.061614698,0.189165586,0.532420226,0.184462306,0.182782525,0.414581817,0.44830507,0.454046132,0.115169762,0.13210613,0.608144612,0.248533333,0.429827719,0.397479079,0.654108239,5
Zr26Ti10Cu8Ni8Be20Y4Mg24,0.466977235,0.583613356,0.352020775,0.170397373,0.045252174,0.447588722,0.572209506,0.342090415,0.386931003,0.203757243,0.115176925,0.623361131,0.614949059,0.29023651,0.130797203,0.440388917,0.582311939,0.248492307,0.458113168,0.275306528,0.490979043,0.237866667,0.592531948,0.715548498,0.988798633,5
Zr36Nb12Cu10Ni8Be20Y2Mg12,0.442426816,0.563379838,0.326854948,0.275514005,0.017029569,0.454008525,0.555938189,0.365875508,0.385453401,0.279801974,0.161500301,0.587521912,0.64672278,0.293777117,0.137710318,0.59838689,0.590116181,0.244693288,0.456053184,0.25887596,0.551650604,0.3072,0.508464318,0.6281757,0.933846841,5
Zr64Al10.1Cu11.7Ni14.2,0.539373563,0.269773868,0.403254313,0.418870581,0.004168111,0.295388013,0.463243161,0.364252219,0.464606436,0.28704315,0.04884572,0.343918629,0.347784611,0.255273302,0.160810421,0.620165335,0.427038591,0.401664829,0.025112169,0.176088434,0.764243503,0.4312,0.373267565,0.330141461,0.402661494,5
Er55Al25Co20,0.650427425,0.513430322,0.54215206,0.311095688,0.00214863,0.145344358,0.501625975,0.323600542,0.512238771,0.319419876,0.107152906,0.189967342,0.528806418,0.188887492,0.18483843,0.425438469,0.471218968,0.508704434,0.184367536,0.135570362,0.614886443,0.248533333,0.429827719,0.369452885,0.364153952,5
(Zr0.62Cu0.23Fe0.05Al0.10)95Ag5,0.530196005,0.248691581,0.392843552,0.423292808,0.004735095,0.316477068,0.481277692,0.388180544,0.473316102,0.258175364,0.061655043,0.373610369,0.380905821,0.31457435,0.182701007,0.569172894,0.496118156,0.384420143,0.014958285,0.359666954,0.655953593,0.485133333,0.384246915,0.579792865,0.496185909,5
Zr50Cu40Ag10,0.481949817,0.310647062,0.348826774,0.523578326,0.003734395,0.425247804,0.48226889,0.460321429,0.512825543,0.24977001,0.056169687,0.465992268,0.329815355,0.427924238,0.192822964,0.530601084,0.457721405,0.380547867,0.013808956,0.599170474,0.509871979,0.688533333,0.307871954,0.647772074,0.32099817,5
Zr53Al14Ni10Cu19Y4,0.52864177,0.327077787,0.396142159,0.430321595,0.004336208,0.300190026,0.515368499,0.384886222,0.475197864,0.26149047,0.068370904,0.34223719,0.394347391,0.309803684,0.172147551,0.551762839,0.512913598,0.39344109,0.038394788,0.29567389,0.662994634,0.4552,0.40571691,0.374968589,0.595464343,5
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,0.442282572,0.56391539,0.32675614,0.265573991,0.017836227,0.450413435,0.554321629,0.364486598,0.379259705,0.277344728,0.162453644,0.589492582,0.647215924,0.289403425,0.136555669,0.599531641,0.589219878,0.243021306,0.454747407,0.258112593,0.553031399,0.301866667,0.499826038,0.652400873,0.969850704,5
Cu43Zr43Ag7Ti7,0.460486231,0.306182349,0.328060937,0.510188217,0.004282391,0.423321863,0.491969299,0.472300782,0.481603535,0.248129614,0.050645717,0.472765978,0.323647372,0.427263951,0.188903582,0.524115449,0.440223254,0.376385149,0.012980736,0.595913441,0.509807779,0.688533333,0.307871954,0.685343053,0.444857575,5
Cu50Zr42.5Ti7.5,0.442607122,0.338971718,0.313136987,0.506947614,0.004292595,0.424926814,0.496367576,0.47138931,0.475172567,0.251987892,0.042501446,0.477063237,0.328971519,0.418511991,0.184173331,0.529400474,0.422791639,0.37076591,0.013291668,0.588774141,0.508854551,0.688533333,0.307871954,0.672689877,0.289908388,5
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,0.361700366,0.133927158,0.231163834,0.44229941,0.007205353,0.414205742,0.53217638,0.537666387,0.293641158,0.269831381,0.144069847,0.508623929,0.269573531,0.429652774,0.161597379,0.514703872,0.370113376,0.369304218,0.048984406,0.50779725,0.554272028,0.678533333,0.30305773,0.788967326,0.535182236,5
Ti45Ni15Cu25Sn3Be7Zr5,0.359067903,0.236234256,0.232945991,0.372762383,0.010051488,0.41523291,0.56554462,0.522561984,0.272283413,0.247941136,0.055214271,0.537048783,0.425541488,0.365587127,0.153466179,0.511482984,0.366925934,0.340805542,0.267444057,0.330876018,0.649451122,0.556533333,0.374440474,0.653093503,0.711757178,5
Cu45Ag15Zr30Ti10,0.426776285,0.260159807,0.294274694,0.547311593,0.004010371,0.466334549,0.470800655,0.529332924,0.425550848,0.229097675,0.055338513,0.511362636,0.299300858,0.517612368,0.177368276,0.460343719,0.457489433,0.373954742,0.012331915,0.741483913,0.415784983,0.781866667,0.251457262,0.750399635,0.554690463,5
Lu39Y16Al25Co20,0.649230196,0.516186296,0.54109197,0.296606436,0.003026341,0.079348775,0.667560604,0.33097913,0.490912488,0.256917449,0.110085809,0.098293722,0.694103257,0.279176405,0.129914821,0.458188001,0.502942586,0.444427926,0.104909318,0.140234172,0.598064837,0.248533333,0.429827719,0.346857928,0.62956422,5
Ti4Zr44Cu36Al8Ag8,0.47739169,0.270574289,0.342209423,0.491969875,0.004319876,0.38416106,0.530148828,0.456849152,0.472431526,0.240369538,0.063918979,0.426054355,0.381474118,0.429997794,0.184440923,0.493103732,0.528743871,0.374704548,0.017277012,0.576829264,0.502184095,0.621866667,0.355868937,0.596686355,0.575939527,5
Cu43Zr43Ag7In7,0.480377551,0.347609637,0.349549045,0.520860861,0.003783746,0.410739048,0.541701076,0.486884344,0.477737016,0.219570323,0.126847526,0.445438854,0.403684423,0.468189202,0.179227549,0.451156196,0.653109033,0.386520463,0.038793915,0.611104447,0.488624135,0.6792,0.325277102,0.670088289,0.444857575,5
Fe4Zr48Cu32Al8Ag8,0.483392262,0.292639522,0.349179646,0.477600021,0.004393484,0.37697088,0.512937434,0.447126778,0.48344446,0.243315555,0.064444363,0.425799592,0.391011768,0.410049551,0.183573822,0.510768205,0.521389281,0.378014039,0.016799402,0.530300221,0.529636324,0.605866667,0.351379033,0.600740777,0.566254276,5
(Cu0.60Zr0.30Ti0.10)98Y2,0.402416269,0.356536933,0.277561162,0.536597525,0.004068786,0.462148837,0.490427638,0.517214679,0.435055421,0.235846732,0.042290419,0.511612903,0.322447896,0.486772926,0.173684204,0.475145872,0.419933862,0.365210448,0.018902379,0.709320712,0.42584229,0.768,0.263853066,0.719478584,0.348751306,5
Cu45Zr48Al7,0.464034646,0.334036244,0.333025399,0.500327407,0.003904641,0.393919162,0.526898593,0.449991406,0.485774934,0.247754666,0.056166627,0.434161826,0.387243428,0.419529315,0.180805279,0.507964944,0.508647769,0.369671365,0.018087094,0.574764538,0.498964735,0.632533333,0.349040083,0.566861011,0.284530352,5
Nb4Zr44Cu36Al8Ag8,0.475487662,0.27157757,0.340446793,0.508622368,0.003795544,0.391864825,0.516890945,0.458932518,0.470520639,0.255032667,0.103073849,0.425020316,0.382527055,0.433211117,0.182607556,0.515419479,0.583410052,0.373118751,0.017760091,0.581453087,0.495273458,0.6272,0.347802416,0.625337605,0.575939527,5
Cu45Ni5Ag10Zr30Ti10,0.412423954,0.289605666,0.282742514,0.543673191,0.003989898,0.465692568,0.469845094,0.528464854,0.423984045,0.239425473,0.05367391,0.512561523,0.300588191,0.499474481,0.173280501,0.477350166,0.43309419,0.377057389,0.020275201,0.67999651,0.445711064,0.7752,0.24957779,0.709855413,0.631102755,5
Cu47Ti33Zr7Nb4Ni8Si1,0.347081183,0.141355774,0.219149055,0.492901702,0.00572647,0.447203533,0.501406003,0.557631977,0.274087206,0.268989422,0.151309542,0.521036153,0.276090308,0.459277034,0.160800104,0.504503107,0.416756354,0.364025409,0.047712824,0.575615147,0.499387973,0.729866667,0.268631368,0.808014663,0.593414525,5
Zr54Al15Ni10Cu19Y2,0.520434257,0.302013445,0.386242627,0.431569443,0.004284656,0.301217195,0.513251894,0.389226568,0.46579644,0.263127518,0.067490877,0.342934043,0.39420826,0.318119648,0.170195023,0.548061845,0.527560576,0.390424627,0.035262089,0.303863728,0.650373276,0.456533333,0.403163045,0.3525848,0.559492066,5
Cu47Zr43Al7Ag3,0.447821561,0.326903981,0.317328019,0.521205395,0.003702361,0.416260079,0.523917807,0.475512638,0.474807273,0.239552688,0.058982942,0.452931896,0.38609759,0.462737537,0.176847268,0.478860548,0.520437837,0.368059712,0.017862767,0.646575572,0.451992586,0.6792,0.325277102,0.586634766,0.373630674,5
(Cu0.60Zr0.30Ti0.10)90Be10,0.352288411,0.399483565,0.235479356,0.473989935,0.006867185,0.509604027,0.510678046,0.514749362,0.398651832,0.230369819,0.043540956,0.595224759,0.478278615,0.506424096,0.159161407,0.467045891,0.402001026,0.290355637,0.307378577,0.708186567,0.401102817,0.6992,0.340145784,0.631909147,0.472967597,5
Cu47Ti33Zr9Nb2Ni8Si1,0.352100893,0.164069656,0.224265721,0.488112675,0.00583559,0.444122028,0.507793133,0.552944404,0.290955302,0.262628704,0.141878742,0.520099523,0.278496132,0.456759473,0.162485315,0.495924371,0.381190878,0.365335416,0.048162157,0.573361396,0.50277021,0.7272,0.272833819,0.782877246,0.577449997,5
(Cu0.60Zr0.30Ti0.10)99Sn1,0.393904399,0.31705171,0.267654359,0.54341487,0.003939126,0.470789893,0.474342908,0.527744357,0.417765258,0.235402821,0.047169491,0.519924935,0.307417642,0.495224151,0.169888308,0.46517414,0.453115992,0.364202087,0.018310722,0.719564372,0.417802354,0.776266667,0.255148921,0.717559829,0.322294216,5
Fe56Co20Mo4(P0.45C0.2B0.2Si0.15)20,0.101418328,0.34861423,0.042225416,0.31424897,0.00724109,0.587540445,0.57880745,0.726731841,0.175136309,0.440913948,0.669661183,0.874838853,0.557049203,0.487012552,0.109986208,0.585157431,0.775376632,0.252252543,0.546551007,0.113825851,0.208664818,0.6712,0.033280748,0.570733829,0.65026158,5
Zr55Al20Co20Cu5,0.517938826,0.262654849,0.381317525,0.363995569,0.002503511,0.260900827,0.432043725,0.379156966,0.417467868,0.267965012,0.064141292,0.332391333,0.438866249,0.272493422,0.141948006,0.563715418,0.538095207,0.378910359,0.016618182,0.182172107,0.623638001,0.3752,0.333215687,0.210865851,0.464274519,5
(Fe0.60Cr0.10Mo0.09C0.13B0.06Er0.02)98Nb2,0.085018302,0.800750598,0.05010622,0.31683565,0.008134188,0.55399055,0.791439318,0.731469763,0.38760355,0.804444736,0.66368005,0.821069684,0.765733096,0.518651114,0.165046662,0.888439056,0.645433519,0.118402223,0.883568066,0.138381298,0.153088872,0.577333333,0.07424965,0.468861718,0.637219699,5
Fe65Cr9Mo8C10B6Er2,0.096124553,0.706495095,0.053079009,0.289854355,0.0086436,0.528221458,0.712155949,0.717183081,0.343208887,0.697062419,0.675354361,0.800987433,0.685915148,0.498776431,0.155450606,0.829742434,0.613543598,0.15902058,0.806104784,0.133003995,0.145879653,0.6032,0.057577008,0.588721104,0.50726275,5
Fe64Cr10Mo9C15Er2,0.100682681,0.715674446,0.056424604,0.31906057,0.00844016,0.572518104,0.846535585,0.738884809,0.408203442,0.803822055,0.711204106,0.847695309,0.803191816,0.484919544,0.145824091,0.886883436,0.69353127,0.157618356,0.831477017,0.156068587,0.114801913,0.6112,0.030262271,0.508848988,0.44269283,5
(Fe0.60Cr0.10Mo0.09C0.13B0.06Er0.02)98Pb2,0.0942788,0.868152454,0.06050681,0.31129142,0.008233142,0.554247342,0.791014989,0.744143572,0.386207245,0.789981802,0.677588407,0.826000106,0.757782221,0.520264642,0.164133596,0.858792213,0.697879056,0.121935793,0.885562824,0.137043588,0.157885978,0.574666667,0.079412536,0.55165606,0.637219699,5
